AuthorName,Age,Nationality,email,ArticleTitle,YearPublished,ConferenceName,Location,ISBN,DOI,Volume,Npages,Edition,keyword1,keyword2,keyword3,keyword4
Heiko Vogler,30,Irish,He1@gmail.com,Generation of EfficientLALRParsers for Regular Right Part Grammars.,1986,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Stefan Reisch,37,Greece,St13@gmail.com,Relaxed red-black trees with group updates.,2002,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Stefan Reisch,37,Greece,St13@gmail.com,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,2011,Nucleic Acids Research,Germany,566-2-10-100502-8,2.8449/1001031031061503,79,71,8,sequence alignment,gene finding,genome assembly,drug design
Chen-Ming Fan,42,Canadian,Ch11@gmail.com,Concurrent Access to Data.,1977,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Chen-Ming Fan,42,Canadian,Ch11@gmail.com,Relaxed red-black trees with group updates.,2002,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Cheng-Chih Huang,32,Scottish,Ch12@gmail.com,Relaxed red-black trees with group updates.,2002,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Cheng-Chih Huang,32,Scottish,Ch12@gmail.com,Generation of EfficientLALRParsers for Regular Right Part Grammars.,1986,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Cheng-Chih Huang,32,Scottish,Ch12@gmail.com,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,2011,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Cheng-Chih Huang,32,Scottish,Ch12@gmail.com,Optimum Multiway Search Trees.,1980,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Huei-Jan Shyr,48,American,Hu5@gmail.com,Generation of EfficientLALRParsers for Regular Right Part Grammars.,1986,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Huei-Jan Shyr,48,American,Hu5@gmail.com,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,2011,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Huei-Jan Shyr,48,American,Hu5@gmail.com,Optimum Multiway Search Trees.,1980,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Linqiang Pan,25,Finnish,Li18@gmail.com,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,1984,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Linqiang Pan,25,Finnish,Li18@gmail.com,Parallel Integer Sorting Using Small Operations.,1995,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Artiom Alhazov,21,American,Ar3@gmail.com,Optimum Multiway Search Trees.,1980,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Artiom Alhazov,21,American,Ar3@gmail.com,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,1984,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Artiom Alhazov,21,American,Ar3@gmail.com,Performance Evaluation of Fork and Join Synchronization Primitives.,1987,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Akhil Kumar 0001,44,Belgian,Ak12@gmail.com,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,1984,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Akhil Kumar 0001,44,Belgian,Ak12@gmail.com,Stochastic cooperative distributed grammar systems and random graphs.,2003,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Kavindra Malik,24,French,Ka8@gmail.com,Parallel Integer Sorting Using Small Operations.,1995,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Kavindra Malik,24,French,Ka8@gmail.com,Stochastic cooperative distributed grammar systems and random graphs.,2003,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Kavindra Malik,24,French,Ka8@gmail.com,Performance Evaluation of Fork and Join Synchronization Primitives.,1987,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Kavindra Malik,24,French,Ka8@gmail.com,Some properties of the disjunctive languages contained inQ.,2011,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Serge Haddad,34,French,Se1@gmail.com,Systolic Automata for VLSI on Balanced Trees.,1982,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Denis Poitrenaud,20,Scottish,De0@gmail.com,Performance Evaluation of Fork and Join Synchronization Primitives.,1987,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Denis Poitrenaud,20,Scottish,De0@gmail.com,A new natural structural congruence in the pi-calculus with replication.,2004,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Donald P. Gaver,25,Swedish,Do12@gmail.com,Systolic Automata for VLSI on Balanced Trees.,1982,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Donald P. Gaver,25,Swedish,Do12@gmail.com,Optimal Multiprogramming.,1976,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
George Humfeld,41,Irish,Ge19@gmail.com,On Real-Time Cellular Automata and Trellis Automata.,1984,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Stavros Konstantinidis,25,American,St19@gmail.com,On Real-Time Cellular Automata and Trellis Automata.,1984,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Stavros Konstantinidis,25,American,St19@gmail.com,Performance Preorder and Competitive Equivalence.,1997,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Sheng Yu,53,German,Sh13@gmail.com,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,1999,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Sheng Yu,53,German,Sh13@gmail.com,A Survey of Normal Form Covers for Context Free Grammars.,1980,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Eike Best,18,Canadian,Ei17@gmail.com,Performance Preorder and Competitive Equivalence.,1997,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
Raymond R. Devillers,64,French,Ra2@gmail.com,A Survey of Normal Form Covers for Context Free Grammars.,1980,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Raymond R. Devillers,64,French,Ra2@gmail.com,Liveness of a mutex algorithm in a fair process algebra.,2009,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Astrid Kiehn,44,Canadian,As19@gmail.com,A Survey of Normal Form Covers for Context Free Grammars.,1980,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Astrid Kiehn,44,Canadian,As19@gmail.com,A Note on Synthesis and Classification of Sorting Algorithms.,1989,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Astrid Kiehn,44,Canadian,As19@gmail.com,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,1982,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Lucia Pomello,60,American,Lu6@gmail.com,A Note on Synthesis and Classification of Sorting Algorithms.,1989,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Lucia Pomello,60,American,Lu6@gmail.com,Liveness of a mutex algorithm in a fair process algebra.,2009,Transactions on Geoscience and Remote Sensing,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,sequence alignment,gene finding,genome assembly,drug design
Lucia Pomello,60,American,Lu6@gmail.com,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,1982,Transactions on Geoscience and Remote Sensing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,sequence alignment,gene finding,genome assembly,drug design
Lucia Pomello,60,American,Lu6@gmail.com,Models for Reactivity.,1993,Transactions on Geoscience and Remote Sensing,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,sequence alignment,gene finding,genome assembly,drug design
Andrzej Ehrenfeucht,63,Norwegian,An14@gmail.com,"Another Look at the """"Longest Ascending Subsequence"""" Problem.",1981,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Andrzej Ehrenfeucht,63,Norwegian,An14@gmail.com,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,1982,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Andrzej Ehrenfeucht,63,Norwegian,An14@gmail.com,Models for Reactivity.,1993,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Andrzej Ehrenfeucht,63,Norwegian,An14@gmail.com,A Proof System for Distributed Processes.,1988,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Hendrik Jan Hoogeboom,33,British,He16@gmail.com,Models for Reactivity.,1993,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Hendrik Jan Hoogeboom,33,British,He16@gmail.com,A Proof System for Distributed Processes.,1988,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Hendrik Jan Hoogeboom,33,British,He16@gmail.com,Finite State Relational Programs.,1982,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Grzegorz Rozenberg,76,British,Gr4@gmail.com,Finite State Relational Programs.,1982,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Eike Best,74,Belgian,Ei9@gmail.com,A Proof System for Distributed Processes.,1988,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
