AuthorName,Age,Nationality,email,ArticleTitle,YearPublished,JournalName,Location,ISBN,DOI,Volume,Npages,Edition,keyword1,keyword2,keyword3,keyword4
Serge Haddad,34,French,Se1@gmail.com,Stochastic cooperative distributed grammar systems and random graphs.,2007,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,Medical device software,program analysis,artificial intelligence,language semantics
Serge Haddad,34,French,Se1@gmail.com,Performance Evaluation of Fork and Join Synchronization Primitives.,2006,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,Delay-tolerant networking,type theory,vision and graphics,Metadata management
Serge Haddad,34,French,Se1@gmail.com,Some properties of the disjunctive languages contained inQ.,2007,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,drug discovery,Optimization,distributed programming,Security
Serge Haddad,34,French,Se1@gmail.com,A new natural structural congruence in the pi-calculus with replication.,2011,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Heating Ventilation,protein structure alignment,Numerical quadrature,human-centred design in intelligent environments
Denis Poitrenaud,20,Scottish,De0@gmail.com,Some properties of the disjunctive languages contained inQ.,2012,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,Numerical quadrature,networking,Data Breaches,Service and cloud computing
Denis Poitrenaud,20,Scottish,De0@gmail.com,Systolic Automata for VLSI on Balanced Trees.,2012,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,cryptography,quantum computation,Electronic warfare engineering,pervasive computing and collaboration
Denis Poitrenaud,20,Scottish,De0@gmail.com,Optimal Multiprogramming.,2007,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,Elementary and special functions,Medical device software,quantum computation,automata theory
Donald P. Gaver,25,Swedish,Do12@gmail.com,Some properties of the disjunctive languages contained inQ.,2005,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,computational complexity,genome assembly,Image-based Rendering and Animation,Natural Language Processing
Donald P. Gaver,25,Swedish,Do12@gmail.com,A new natural structural congruence in the pi-calculus with replication.,2014,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,digital technology for older people,sequence alignment,3D Scene Analysis,digital health
Donald P. Gaver,25,Swedish,Do12@gmail.com,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,2006,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,Data storage and physical design,Telephony,Heating Ventilation,Reinforcement Learning
George Humfeld,41,Irish,Ge19@gmail.com,Systolic Automata for VLSI on Balanced Trees.,2012,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Metadata management,Telemetry,pervasive computing and collaboration,Machine Learning
George Humfeld,41,Irish,Ge19@gmail.com,A new natural structural congruence in the pi-calculus with replication.,2014,Information Research-An International Electronic Journal,Germany,292-1-15-100463-5,9.6614/1111121121084242,69,91,5,Technology-enhanced learning,Electronic warfare engineering,Reinforcement Learning,Deep Learning
George Humfeld,41,Irish,Ge19@gmail.com,Optimal Multiprogramming.,2014,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,Recommender Systems,automated theorem proving,Avionics software,drug discovery
George Humfeld,41,Irish,Ge19@gmail.com,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,2008,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,artificial intelligence,Machine Learning,protein structure prediction,Image-based Rendering and Animation
Stavros Konstantinidis,25,American,St19@gmail.com,Optimal Multiprogramming.,2012,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,quantum computation,affective computing,Online Scams,Avionics software
Stavros Konstantinidis,25,American,St19@gmail.com,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,2010,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,Energy lab,Automotive software,concurrency,data structures
Stavros Konstantinidis,25,American,St19@gmail.com,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,2009,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,Online Scams,3D Scene Analysis,Augmented Reality,Delay-tolerant networking
Nicolae Santean,75,Swedish,Ni4@gmail.com,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,2011,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,Optimization,Recommender Systems,Data storage and physical design,Data Breaches
Nicolae Santean,75,Swedish,Ni4@gmail.com,On Real-Time Cellular Automata and Trellis Automata.,2009,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,Metadata management,3D Modelling of Humans,Secure Passwords,artificial intelligence
Nicolae Santean,75,Swedish,Ni4@gmail.com,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,2012,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,Scalable data analysis and query processing,concurrency,Numerical linear algebra,Delay-tolerant networking
Nicolae Santean,75,Swedish,Ni4@gmail.com,Performance Preorder and Competitive Equivalence.,2014,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,Numerical quadrature,data transformation,Robotics,affective computing
Nicolae Santean,75,Swedish,Ni4@gmail.com,A Survey of Normal Form Covers for Context Free Grammars.,2007,Information Research-An International Electronic Journal,Germany,292-1-15-100463-5,9.6614/1111121121084242,69,91,5,Computational Video,Metadata management,sequence alignment,Heating Ventilation
Sheng Yu,53,German,Sh13@gmail.com,On Real-Time Cellular Automata and Trellis Automata.,2013,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,genome assembly,Machine Learning,affective computing,computational complexity
Sheng Yu,53,German,Sh13@gmail.com,Performance Preorder and Competitive Equivalence.,2014,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,Medical device software,Computer Vision,computer security,algebra
Sheng Yu,53,German,Sh13@gmail.com,A Note on Synthesis and Classification of Sorting Algorithms.,2009,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,3D Scene Analysis,Medical device software,Interpolation and approximation,Deep Learning
Eike Best,18,Canadian,Ei17@gmail.com,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,2014,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,affective computing,using data to design user interfaces,Internet of Things,drug design
Eike Best,18,Canadian,Ei17@gmail.com,A Survey of Normal Form Covers for Context Free Grammars.,2007,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,Numerical linear algebra,Electronic warfare engineering,Declarative languages and runtime systems,Machine Learning for Computer Vision
Eike Best,18,Canadian,Ei17@gmail.com,A Note on Synthesis and Classification of Sorting Algorithms.,2013,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,sequence alignment,computer security,Data Breaches,affective computing
Eike Best,18,Canadian,Ei17@gmail.com,Liveness of a mutex algorithm in a fair process algebra.,2013,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,computational biology,drug design,concurrency,Declarative languages and runtime systems
Raymond R. Devillers,64,French,Ra2@gmail.com,Performance Preorder and Competitive Equivalence.,2007,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,automata theory,genome assembly,Electronic warfare engineering,domain-specific languages
Raymond R. Devillers,64,French,Ra2@gmail.com,A Note on Synthesis and Classification of Sorting Algorithms.,2013,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,machine learning,cryptography,Finding roots of nonlinear equations,artificial intelligence
Raymond R. Devillers,64,French,Ra2@gmail.com,"Another Look at the """"Longest Ascending Subsequence"""" Problem.",2009,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,Metadata management,Numerical linear algebra,Optimization,Service and cloud computing
Astrid Kiehn,44,Canadian,As19@gmail.com,Liveness of a mutex algorithm in a fair process algebra.,2014,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,Heating Ventilation,automated theorem proving,Computer Vision,probabilistic computation
Astrid Kiehn,44,Canadian,As19@gmail.com,"Another Look at the """"Longest Ascending Subsequence"""" Problem.",2014,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,Secure Passwords,Scalable data analysis and query processing,Declarative languages and runtime systems,computer security
Lucia Pomello,60,American,Lu6@gmail.com,"Another Look at the """"Longest Ascending Subsequence"""" Problem.",2010,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,Security,algebra,Declarative languages and runtime systems,data structures
Hendrik Jan Hoogeboom,33,British,He16@gmail.com,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,2009,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,data transformation,Automotive software,sequence alignment,program analysis
Grzegorz Rozenberg,76,British,Gr4@gmail.com,Models for Reactivity.,2014,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,data structures,networking,Delay-tolerant networking,Secure data processing
Grzegorz Rozenberg,76,British,Gr4@gmail.com,A Proof System for Distributed Processes.,2009,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,computer security,database systems,Natural Language Processing,Consistency
Raymond R. Devillers,71,Belgian,Ra9@gmail.com,A Proof System for Distributed Processes.,2011,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,Energy lab,Data Breaches,Mobile Protection,artificial intelligence
Raymond R. Devillers,71,Belgian,Ra9@gmail.com,Finite State Relational Programs.,2010,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,probabilistic computation,algebra,Data Breaches,Energy lab
Raymond R. Devillers,71,Belgian,Ra9@gmail.com,MAT learners for tree series: an abstract data type and two realizations.,2009,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,Image-based Rendering and Animation,distributed programming,data structures,data structures
Raymond R. Devillers,71,Belgian,Ra9@gmail.com,Exponentially decreasing number of operations in balanced trees.,2014,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,Augmented Reality,Computer Vision,Internet of Things,drug design
Joost Engelfriet,53,Swedish,Jo9@gmail.com,Finite State Relational Programs.,2011,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,digital technology for older people,Numerical quadrature,Scalable internet services,Security
Joost Engelfriet,53,Swedish,Jo9@gmail.com,MAT learners for tree series: an abstract data type and two realizations.,2012,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,Scalable internet services,parallel and distributed computation,affective computing,automata theory
Joost Engelfriet,53,Swedish,Jo9@gmail.com,Exponentially decreasing number of operations in balanced trees.,2013,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,networking,probabilistic computation,Malware,domain-specific languages
Eric Lilin,56,Irish,Er10@gmail.com,MAT learners for tree series: an abstract data type and two realizations.,2007,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,Numerical linear algebra,Automotive software,algebra,automated theorem proving
Andreas Maletti,71,Italian,An4@gmail.com,MAT learners for tree series: an abstract data type and two realizations.,2014,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,type theory,Data Breaches,vision and graphics,Scalable internet services
Andreas Maletti,71,Italian,An4@gmail.com,Exponentially decreasing number of operations in balanced trees.,2010,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,Numerical quadrature,sequence alignment,concurrency,automated theorem proving
Andreas Maletti,71,Italian,An4@gmail.com,The Lattice of Data Refinement.,2008,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,Malware,using data to design user interfaces,Numerical linear algebra,Metadata management
Andrzej Blikle,56,American,An0@gmail.com,The Lattice of Data Refinement.,2009,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,computational biology,automata theory,networking,Machine Learning
Michael Bertol,45,Greece,Mi9@gmail.com,The Lattice of Data Refinement.,2009,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,computational complexity,data transformation,Numerical linear algebra,Natural Language Processing
Michael Bertol,45,Greece,Mi9@gmail.com,Efficient LL(1) Error Correction and Recovery Using Only Insertions.,2007,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Medical device software,Natural Language Processing,Natural Language Processing,Finding roots of nonlinear equations
