"","X.1","X","AuthorName","Age","Nationality","email","ArticleTitle","YearPublished","ConferenceName","Location","ISBN","DOI","Volume","Npages","Edition","keyword1","keyword2","keyword3","keyword4","Reviewer1","Decision1","Reviewer2","Decision2","Reviewer3","Decision3","EditionName","Review1Name","Review2Name","Review3Name"
"211",211,211,"Frank S. de Boer",51,"Irish","Fr4@gmail.com","Multitype Multiprogramming Models.",1976,"Annual Meeting of the Association for Computational Linguistics","Luxembourg","357-7-13-100621-7","3.4895/1161171201198977",37,81,22,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Gunter Bolch",0,"Yoshihide Igarashi",1,"Raphael A. Finkel",1,"Annual Meeting of the Association for Computational Linguistics 22","Gunter Bolch reviews  Multitype Multiprogramming Models.","Yoshihide Igarashi reviews  Multitype Multiprogramming Models.","Raphael A. Finkel reviews  Multitype Multiprogramming Models."
"212",212,212,"Frank S. de Boer",51,"Irish","Fr4@gmail.com","Automatic Correction of Syntax-Errors in Programming Languages.",1974,"Annual Meeting of the Association for Computational Linguistics","Brazil","804-2-6-100367-8","1.216/991201081055995",38,189,3,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Roland Meyer",0,"Bernhard Mescheder",1,"Sascha Fendrich",0,"Annual Meeting of the Association for Computational Linguistics 3","Roland Meyer reviews  Automatic Correction of Syntax-Errors in Programming Languages.","Bernhard Mescheder reviews  Automatic Correction of Syntax-Errors in Programming Languages.","Sascha Fendrich reviews  Automatic Correction of Syntax-Errors in Programming Languages."
"213",213,213,"Delphine Longuet",23,"British","De14@gmail.com","Recursive Petri nets.",2007,"International Conference on Machine Learning","Brazil","804-2-6-100367-8","1.216/991201081055995",38,189,3,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Karl Meinke",0,"Stefan Reisch",0,"Thomas N. Hibbard",1,"International Conference on Machine Learning 3","Karl Meinke reviews  Recursive Petri nets.","Stefan Reisch reviews  Recursive Petri nets.","Thomas N. Hibbard reviews  Recursive Petri nets."
"214",214,214,"Delphine Longuet",23,"British","De14@gmail.com","Representation and uniformization of algebraic transductions.",2007,"Annual Meeting of the Association for Computational Linguistics","Sweden","830-4-12-100040-4","5.224/1161081101111772",74,114,28,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Masataka Sassa",1,"Wolfgang Reisig",0,"Kamilla Klonowska",1,"Annual Meeting of the Association for Computational Linguistics 28","Masataka Sassa reviews  Representation and uniformization of algebraic transductions.","Wolfgang Reisig reviews  Representation and uniformization of algebraic transductions.","Kamilla Klonowska reviews  Representation and uniformization of algebraic transductions."
"215",215,215,"Tom Chothia",47,"French","To0@gmail.com","Automatic Correction of Syntax-Errors in Programming Languages.",1974,"IEEE Transactions on Neural Networks and Learning Systems","Israel","841-0-19-100447-0","0.5555/1081171011067451",78,139,8,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Marc J. van Kreveld",1,"Sanjeev Saxena",0,"Roland Meyer",1,"IEEE Transactions on Neural Networks and Learning Systems 8","Marc J. van Kreveld reviews  Automatic Correction of Syntax-Errors in Programming Languages.","Sanjeev Saxena reviews  Automatic Correction of Syntax-Errors in Programming Languages.","Roland Meyer reviews  Automatic Correction of Syntax-Errors in Programming Languages."
"216",216,216,"Marjan Sirjani",61,"Finnish","Ma15@gmail.com","Multitype Multiprogramming Models.",1976,"IEEE Transactions on Wireless Communications","Italy","329-6-18-100771-1","0.7893/116108111109163",89,145,25,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Donald P. Gaver",0,"Enrico Tronci",1,"Richard P. Hopkins",1,"IEEE Transactions on Wireless Communications 25","Donald P. Gaver reviews  Multitype Multiprogramming Models.","Enrico Tronci reviews  Multitype Multiprogramming Models.","Richard P. Hopkins reviews  Multitype Multiprogramming Models."
"217",217,217,"Marjan Sirjani",61,"Finnish","Ma15@gmail.com","Concurrent Bisimulations in Petri Nets.",1991,"IEEE Conference on Computer Vision and Pattern Recognition","Israel","208-1-1-100197-6","1.6572/11011997118516",19,59,21,"Computational Video","Image-based Rendering and Animation","3D Modelling of Humans","3D Scene Analysis","Kai Salomaa",1,"Norbert Blum",0,"Matthew Hennessy",1,"IEEE Conference on Computer Vision and Pattern Recognition 21","Kai Salomaa reviews  Concurrent Bisimulations in Petri Nets.","Norbert Blum reviews  Concurrent Bisimulations in Petri Nets.","Matthew Hennessy reviews  Concurrent Bisimulations in Petri Nets."
"218",218,218,"Joost Engelfriet",53,"British","Jo11@gmail.com","Automatic Correction of Syntax-Errors in Programming Languages.",1974,"IEEE Journal of Selected Areas in Communications","Germany","664-5-18-100102-7","8.69/991031061144082",6,125,6,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Ivan Hal Sudborough",1,"S. Kiran Kumar",0,"Ian F. Akyildiz",1,"IEEE Journal of Selected Areas in Communications 6","Ivan Hal Sudborough reviews  Automatic Correction of Syntax-Errors in Programming Languages.","S. Kiran Kumar reviews  Automatic Correction of Syntax-Errors in Programming Languages.","Ian F. Akyildiz reviews  Automatic Correction of Syntax-Errors in Programming Languages."
"219",219,219,"Joost Engelfriet",53,"British","Jo11@gmail.com","Enhanced prefetching and caching strategies for single- and multi-disk systems.",2005,"AAAI Conference on Artificial Intelligence","Israel","114-1-2-100068-3","9.4627/1141161181058171",67,108,6,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Peter E. Lauer",1,"Paul Caspi",0,"Tien Van Do",1,"AAAI Conference on Artificial Intelligence 6","Peter E. Lauer reviews  Enhanced prefetching and caching strategies for single- and multi-disk systems.","Paul Caspi reviews  Enhanced prefetching and caching strategies for single- and multi-disk systems.","Tien Van Do reviews  Enhanced prefetching and caching strategies for single- and multi-disk systems."
"220",220,220,"Linda Heyker",26,"Swedish","Li6@gmail.com","Concurrent Bisimulations in Petri Nets.",1991,"NeuroImage","Netherlands","358-5-8-100034-7","4.5742/1151041131209445",67,95,7,"sequence alignment","gene finding","genome assembly","drug design","Stavros Konstantinidis",0,"Charles N. Fischer",1,"Victor Khomenko",0,"NeuroImage 7","Stavros Konstantinidis reviews  Concurrent Bisimulations in Petri Nets.","Charles N. Fischer reviews  Concurrent Bisimulations in Petri Nets.","Victor Khomenko reviews  Concurrent Bisimulations in Petri Nets."
"221",221,221,"Linda Heyker",26,"Swedish","Li6@gmail.com","Enhanced prefetching and caching strategies for single- and multi-disk systems.",2005,"Conference on Empirical Methods in Natural Language Processing","Luxembourg","357-7-13-100621-7","3.4895/1161171201198977",37,81,22,"type theory","automated theorem proving","language semantics","computer security","Ambuj K. Singh",1,"Y. S. Tsai",1,"Peter E. Bulychev",1,"Conference on Empirical Methods in Natural Language Processing 22","Ambuj K. Singh reviews  Enhanced prefetching and caching strategies for single- and multi-disk systems.","Y. S. Tsai reviews  Enhanced prefetching and caching strategies for single- and multi-disk systems.","Peter E. Bulychev reviews  Enhanced prefetching and caching strategies for single- and multi-disk systems."
"222",222,222,"Linda Heyker",26,"Swedish","Li6@gmail.com","Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.",1988,"International Conference on Machine Learning","Brazil","804-2-6-100367-8","1.216/991201081055995",38,189,3,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Kim S. Larsen",1,"Carlo Montangero",0,"Derick Wood",0,"International Conference on Machine Learning 3","Kim S. Larsen reviews  Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.","Carlo Montangero reviews  Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.","Derick Wood reviews  Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata."
"223",223,223,"George Leih",43,"Greece","Ge7@gmail.com","Extended multi bottom-up tree transducers.",2009,"IEEE Journal of Selected Areas in Communications","Germany","664-5-18-100102-7","8.69/991031061144082",6,125,6,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Dominique Potier",1,"Jacques Labetoulle",1,"Y. Daniel Liang",1,"IEEE Journal of Selected Areas in Communications 6","Dominique Potier reviews  Extended multi bottom-up tree transducers.","Jacques Labetoulle reviews  Extended multi bottom-up tree transducers.","Y. Daniel Liang reviews  Extended multi bottom-up tree transducers."
"224",224,224,"Shyamal K. Chowdhury",26,"Finnish","Sh19@gmail.com","Enhanced prefetching and caching strategies for single- and multi-disk systems.",2005,"Conference on Empirical Methods in Natural Language Processing","Luxembourg","357-7-13-100621-7","3.4895/1161171201198977",37,81,22,"type theory","automated theorem proving","language semantics","computer security","Raphael A. Finkel",0,"Romain Brenguier",1,"Yuxi Fu",1,"Conference on Empirical Methods in Natural Language Processing 22","Raphael A. Finkel reviews  Enhanced prefetching and caching strategies for single- and multi-disk systems.","Romain Brenguier reviews  Enhanced prefetching and caching strategies for single- and multi-disk systems.","Yuxi Fu reviews  Enhanced prefetching and caching strategies for single- and multi-disk systems."
"225",225,225,"Shyamal K. Chowdhury",26,"Finnish","Sh19@gmail.com","State space axioms for T-systems.",2015,"NeuroImage","Netherlands","358-5-8-100034-7","4.5742/1151041131209445",67,95,7,"sequence alignment","gene finding","genome assembly","drug design","Kim S. Larsen",0,"Sheng Yu",1,"Enrico Tronci",0,"NeuroImage 7","Kim S. Larsen reviews  State space axioms for T-systems.","Sheng Yu reviews  State space axioms for T-systems.","Enrico Tronci reviews  State space axioms for T-systems."
"226",226,226,"Shyamal K. Chowdhury",26,"Finnish","Sh19@gmail.com","Extended multi bottom-up tree transducers.",2009,"Science","Netherlands","175-0-1-100082-0","3.7004/1021181091066417",67,52,18,"sequence alignment","gene finding","genome assembly","drug design","Alan J. Perlis",0,"Kai Salomaa",0,"Y. Daniel Liang",0,"Science 18","Alan J. Perlis reviews  Extended multi bottom-up tree transducers.","Kai Salomaa reviews  Extended multi bottom-up tree transducers.","Y. Daniel Liang reviews  Extended multi bottom-up tree transducers."
"227",227,227,"Shyamal K. Chowdhury",26,"Finnish","Sh19@gmail.com","The Clean Termination of Iterative Programs.",1981,"IEEE Transactions on Cybernetics","Italy","222-4-14-100311-5","5.6164/11611197995254",78,117,4,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Chen-Ming Fan",0,"Margherita Napoli",0,"Serge Haddad",1,"IEEE Transactions on Cybernetics 4","Chen-Ming Fan reviews  The Clean Termination of Iterative Programs.","Margherita Napoli reviews  The Clean Termination of Iterative Programs.","Serge Haddad reviews  The Clean Termination of Iterative Programs."
"228",228,228,"Pradip K. Srimani",48,"German","Pr0@gmail.com","State space axioms for T-systems.",2015,"Annual Meeting of the Association for Computational Linguistics","Sweden","830-4-12-100040-4","5.224/1161081101111772",74,114,28,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Peter R. J. Asveld",0,"Jacques Labetoulle",0,"Stavros Konstantinidis",1,"Annual Meeting of the Association for Computational Linguistics 28","Peter R. J. Asveld reviews  State space axioms for T-systems.","Jacques Labetoulle reviews  State space axioms for T-systems.","Stavros Konstantinidis reviews  State space axioms for T-systems."
"229",229,229,"Pradip K. Srimani",48,"German","Pr0@gmail.com","Extended multi bottom-up tree transducers.",2009,"IEEE Transactions on Pattern Analysis and Machine Intelligence","Ecuador","738-8-4-100052-6","7.2263/1181101111226406",66,160,17,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","J. H. Hine",0,"Marisa Venturini Zilli",0,"Paul H. B. Gardiner",1,"IEEE Transactions on Pattern Analysis and Machine Intelligence 17","J. H. Hine reviews  Extended multi bottom-up tree transducers.","Marisa Venturini Zilli reviews  Extended multi bottom-up tree transducers.","Paul H. B. Gardiner reviews  Extended multi bottom-up tree transducers."
"230",230,230,"Pradip K. Srimani",48,"German","Pr0@gmail.com","Infinite Proof Rules for Loops.",1980,"IEEE Journal of Selected Areas in Communications","Germany","664-5-18-100102-7","8.69/991031061144082",6,125,6,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Philippe Darondeau",0,"Dirk Janssens",1,"Mila E. Majster-Cederbaum",1,"IEEE Journal of Selected Areas in Communications 6","Philippe Darondeau reviews  Infinite Proof Rules for Loops.","Dirk Janssens reviews  Infinite Proof Rules for Loops.","Mila E. Majster-Cederbaum reviews  Infinite Proof Rules for Loops."
"231",231,231,"Ugo Montanari",58,"German","Ug1@gmail.com","Extended multi bottom-up tree transducers.",2009,"Science","Netherlands","175-0-1-100082-0","3.7004/1021181091066417",67,52,18,"sequence alignment","gene finding","genome assembly","drug design","Allen Reiter",0,"Luc Devroye",0,"Thomas Klingler",1,"Science 18","Allen Reiter reviews  Extended multi bottom-up tree transducers.","Luc Devroye reviews  Extended multi bottom-up tree transducers.","Thomas Klingler reviews  Extended multi bottom-up tree transducers."
"232",232,232,"Ugo Montanari",58,"German","Ug1@gmail.com","The Clean Termination of Iterative Programs.",1981,"Transactions on Geoscience and Remote Sensing","Israel","565-5-19-100564-8","3.1030/9911497115898",14,72,23,"sequence alignment","gene finding","genome assembly","drug design","Michael Bertol",1,"Hans-Peter Kriegel",0,"Rodney W. Topor",1,"Transactions on Geoscience and Remote Sensing 23","Michael Bertol reviews  The Clean Termination of Iterative Programs.","Hans-Peter Kriegel reviews  The Clean Termination of Iterative Programs.","Rodney W. Topor reviews  The Clean Termination of Iterative Programs."
