"","X.1","X","AuthorName","Age","Nationality","email","ArticleTitle","YearPublished","JournalName","Location","ISBN","DOI","Volume","Npages","Edition","keyword1","keyword2","keyword3","keyword4","Reviewer1","Decision1","Reviewer2","Decision2","Reviewer3","Decision3","VolumeName","Review1Name","Review2Name","Review3Name"
"270",270,270,"Gilles Bernot",70,"Canadian","Gi3@gmail.com","A Comparison of Two Synchronizing Concepts.",2010,"IEEE Transactions on Pattern Analysis and Machine Intelligence","Italy","593-5-0-100366-6","8.9215/98981221127173","81","173",6,"Numerical linear algebra","computational biology","gene finding","Automotive software","T. C. Edwin Cheng",1,"Ferucio Laurentiu Tiplea",0,"William R. Franta",1,"IEEE Transactions on Pattern Analysis and Machine Intelligence 81","T. C. Edwin Cheng reviews  A Comparison of Two Synchronizing Concepts.","Ferucio Laurentiu Tiplea reviews  A Comparison of Two Synchronizing Concepts.","William R. Franta reviews  A Comparison of Two Synchronizing Concepts."
"271",271,271,"Gilles Bernot",70,"Canadian","Gi3@gmail.com","Recognizability of graph and pattern languages.",2008,"ACM Transactions on Computer-Human Interaction","Mexico","214-5-17-100517-2","4.1929/10310398973494","50","162",16,"protein structure prediction","3D Modelling of Humans","data transformation","type theory","Carroll Morgan",0,"Peter E. Lauer",1,"Sven Schewe",0,"ACM Transactions on Computer-Human Interaction 50","Carroll Morgan reviews  Recognizability of graph and pattern languages.","Peter E. Lauer reviews  Recognizability of graph and pattern languages.","Sven Schewe reviews  Recognizability of graph and pattern languages."
"272",272,272,"Michel Bidoit",36,"Canadian","Mi13@gmail.com","Recognizability of graph and pattern languages.",2014,"IEEE Transactions on Pattern Analysis and Machine Intelligence","Italy","593-5-0-100366-6","8.9215/98981221127173","81","173",6,"concurrency","vision and graphics","quantum computation","Scalable data analysis and query processing","Qui Hoon Choo",1,"Astrid Kiehn",1,"K. C. Tan",1,"IEEE Transactions on Pattern Analysis and Machine Intelligence 81","Qui Hoon Choo reviews  Recognizability of graph and pattern languages.","Astrid Kiehn reviews  Recognizability of graph and pattern languages.","K. C. Tan reviews  Recognizability of graph and pattern languages."
"273",273,273,"Teodor Knapik",68,"Swedish","Te1@gmail.com","How to Calculate Symmetries of Petri Nets.",2005,"ACM Transactions on Computer Systems","Israel","768-4-14-100698-1","4.413/1191051041164320","60","66",2,"Safe Computing","human-centred design in intelligent environments","networking","parallel and distributed computation","Liuba Shrira",0,"Oded Goldreich 0001",0,"M. Italiani",1,"ACM Transactions on Computer Systems 60","Liuba Shrira reviews  How to Calculate Symmetries of Petri Nets.","Oded Goldreich 0001 reviews  How to Calculate Symmetries of Petri Nets.","M. Italiani reviews  How to Calculate Symmetries of Petri Nets."
"274",274,274,"Jan A. Bergstra",64,"Canadian","Ja5@gmail.com","Recognizability of graph and pattern languages.",2009,"Artificial Intelligence","Ecuador","884-2-10-100626-4","6.446/1011041061042659","25","157",15,"Augmented Reality","Augmented Reality","Finding roots of nonlinear equations","Image-based Rendering and Animation","Shyamal K. Chowdhury",1,"Xinxin Liu",0,"Maw-Shang Chang",1,"Artificial Intelligence 25","Shyamal K. Chowdhury reviews  Recognizability of graph and pattern languages.","Xinxin Liu reviews  Recognizability of graph and pattern languages.","Maw-Shang Chang reviews  Recognizability of graph and pattern languages."
"275",275,275,"C. A. Middelburg",30,"Italian","C.15@gmail.com","Recognizability of graph and pattern languages.",2013,"ACM Transactions on Graphics","Italy","457-8-10-100783-0","9.2664/1011171101154587","13","90",24,"Image-based Rendering and Animation","Service and cloud computing","machine learning","Finding roots of nonlinear equations","Carlo Montangero",0,"Peter E. Lauer",1,"Chung-Hao Huang",0,"ACM Transactions on Graphics 13","Carlo Montangero reviews  Recognizability of graph and pattern languages.","Peter E. Lauer reviews  Recognizability of graph and pattern languages.","Chung-Hao Huang reviews  Recognizability of graph and pattern languages."
"276",276,276,"C. A. Middelburg",30,"Italian","C.15@gmail.com","The Synthesis Problem of Petri Nets.",2005,"Journal of Management Information Systems","Argetina","156-0-4-100452-4","1.3481/1181151111026356","82","137",21,"human-centred design in intelligent environments","computational biology","type theory","Recommender Systems","Antonios Kalampakas",1,"Arnold L. Rosenberg",1,"Pierpaolo Degano",0,"Journal of Management Information Systems 82","Antonios Kalampakas reviews  The Synthesis Problem of Petri Nets.","Arnold L. Rosenberg reviews  The Synthesis Problem of Petri Nets.","Pierpaolo Degano reviews  The Synthesis Problem of Petri Nets."
"277",277,277,"C. A. Middelburg",30,"Italian","C.15@gmail.com","A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.",2009,"ACM Transactions on Computer Systems","Israel","768-4-14-100698-1","4.413/1191051041164320","60","66",2,"Computer Vision","parallel and distributed computation","Elementary and special functions","data transformation","Luke Hunsberger",1,"Maria Calzarossa",0,"David Pager",0,"ACM Transactions on Computer Systems 60","Luke Hunsberger reviews  A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.","Maria Calzarossa reviews  A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.","David Pager reviews  A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types."
"278",278,278,"Wlodzimierz Drabent",19,"American","Wl14@gmail.com","A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.",2009,"ACM Transactions on Computer Systems","Israel","768-4-14-100698-1","4.413/1191051041164320","60","66",2,"affective computing","domain-specific languages","Biomedical Image Analysis","human-centred design in intelligent environments","Rudolf Berghammer",0,"Gianluca Mezzetti",1,"Pedro V. Silva",0,"ACM Transactions on Computer Systems 60","Rudolf Berghammer reviews  A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.","Gianluca Mezzetti reviews  A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.","Pedro V. Silva reviews  A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types."
"279",279,279,"Victor Khomenko",48,"Mexican","Vi8@gmail.com","A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.",2007,"Algorithmica","China","288-0-5-100449-8","5.7659/1001001221185599","86","23",24,"gene finding","type theory","type theory","language semantics","Ralf Wollowski",1,"Kim S. Larsen",0,"Thierry Fleury",0,"Algorithmica 86","Ralf Wollowski reviews  A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.","Kim S. Larsen reviews  A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.","Thierry Fleury reviews  A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types."
"280",280,280,"Walter Vogler",20,"Norwegian","Wa6@gmail.com","An Efficiency Preorder for Processes.",2006,"Artificial Intelligence","Ecuador","884-2-10-100626-4","6.446/1011041061042659","25","157",15,"Data Breaches","Consistency","Malware","protein structure alignment","M. W. Shields",1,"Simant Dube",0,"Andrzej Blikle",1,"Artificial Intelligence 25","M. W. Shields reviews  An Efficiency Preorder for Processes.","Simant Dube reviews  An Efficiency Preorder for Processes.","Andrzej Blikle reviews  An Efficiency Preorder for Processes."
"281",281,281,"Walter Vogler",20,"Norwegian","Wa6@gmail.com","On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees.,2005,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,computer security,Security,Internet of Things,vision and graphics
Ralf Wollowski,72,Mexican,Ra3@gmail.com,On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees.",2007,"Annual Review of Information Science and Technology","Brazil","716-6-11-100606-8","0.5624/103118110106696","37","89",21,"digital health","Machine Learning","gene finding","affective computing","Grzegorz Rozenberg",0,"Kavindra Malik",1,"Peter E. Bulychev",0,"Annual Review of Information Science and Technology 37","Grzegorz Rozenberg reviews  On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees.,2005,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,computer security,Security,Internet of Things,vision and graphics
Ralf Wollowski,72,Mexican,Ra3@gmail.com,On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees.","Kavindra Malik reviews  On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees.,2005,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,computer security,Security,Internet of Things,vision and graphics
Ralf Wollowski,72,Mexican,Ra3@gmail.com,On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees.","Peter E. Bulychev reviews  On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees.,2005,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,computer security,Security,Internet of Things,vision and graphics
Ralf Wollowski,72,Mexican,Ra3@gmail.com,On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees."
"282",282,282,"Ralf Wollowski",72,"Mexican","Ra3@gmail.com","Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.",2012,"Quantum Information & Computation","Canada","522-0-13-100675-6","3.9916/115105971031077","3","124",1,"Scalable data analysis and query processing","3D Modelling of Humans","Declarative languages and runtime systems","Machine Learning","Burkhart Wolff",1,"Hermann K.-G. Walter",0,"Robert H. Sloan",0,"Quantum Information & Computation 3","Burkhart Wolff reviews  Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.","Hermann K.-G. Walter reviews  Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.","Robert H. Sloan reviews  Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations."
"283",283,283,"Raphael A. Finkel",18,"Belgian","Ra0@gmail.com","An Efficiency Preorder for Processes.",2009,"Neural Computation","Australia","710-0-11-100051-3","7.1395/9711399972279","23","81",4,"computer security","cryptography","type theory","Privacy","Amr Elmasry",0,"Ricardo A. Baeza-Yates",1,"Elisabeth Pelz",0,"Neural Computation 23","Amr Elmasry reviews  An Efficiency Preorder for Processes.","Ricardo A. Baeza-Yates reviews  An Efficiency Preorder for Processes.","Elisabeth Pelz reviews  An Efficiency Preorder for Processes."
"284",284,284,"Raphael A. Finkel",18,"Belgian","Ra0@gmail.com","On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees.,2005,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,Medical device software,Metadata management,coordination and reliability,Optimization
Raphael A. Finkel,18,Belgian,Ra0@gmail.com,Modeling Splits in File Structures.,2006,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Privacy,automated theorem proving,type theory,automated theorem proving
Raphael A. Finkel,18,Belgian,Ra0@gmail.com,Synchronized regular expressions.,2005,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Computational Video,Service and cloud computing,Malware,artificial intelligence
Jon Louis Bentley,68,Italian,Jo7@gmail.com,On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees.",2011,"ACM Transactions on Computer-Human Interaction","Mexico","214-5-17-100517-2","4.1929/10310398973494","50","162",16,"protein structure alignment","coordination and reliability","data transformation","networking","Jianwen Su",0,"B. Bartsch",0,"M. Italiani",0,"ACM Transactions on Computer-Human Interaction 50","Jianwen Su reviews  On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees.,2005,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,Medical device software,Metadata management,coordination and reliability,Optimization
Raphael A. Finkel,18,Belgian,Ra0@gmail.com,Modeling Splits in File Structures.,2006,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Privacy,automated theorem proving,type theory,automated theorem proving
Raphael A. Finkel,18,Belgian,Ra0@gmail.com,Synchronized regular expressions.,2005,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Computational Video,Service and cloud computing,Malware,artificial intelligence
Jon Louis Bentley,68,Italian,Jo7@gmail.com,On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees.","B. Bartsch reviews  On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees.,2005,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,Medical device software,Metadata management,coordination and reliability,Optimization
Raphael A. Finkel,18,Belgian,Ra0@gmail.com,Modeling Splits in File Structures.,2006,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Privacy,automated theorem proving,type theory,automated theorem proving
Raphael A. Finkel,18,Belgian,Ra0@gmail.com,Synchronized regular expressions.,2005,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Computational Video,Service and cloud computing,Malware,artificial intelligence
Jon Louis Bentley,68,Italian,Jo7@gmail.com,On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees.","M. Italiani reviews  On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees.,2005,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,Medical device software,Metadata management,coordination and reliability,Optimization
Raphael A. Finkel,18,Belgian,Ra0@gmail.com,Modeling Splits in File Structures.,2006,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Privacy,automated theorem proving,type theory,automated theorem proving
Raphael A. Finkel,18,Belgian,Ra0@gmail.com,Synchronized regular expressions.,2005,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Computational Video,Service and cloud computing,Malware,artificial intelligence
Jon Louis Bentley,68,Italian,Jo7@gmail.com,On the Generalization of Higman and Kruskals Theorems to Regular Languages and Rational Trees."
